gene	mean	median	longest_isoform	merged
WEE2-AS1	2262	2262	2262	2262
WEE2	3061	3061	3061	3061
SSBP1	905	905	1062	1776
TAS2R3	1101	1101	1101	1101
TAS2R4	900	900	900	900
TAS2R5	1150	1150	1150	1150
PRSS37	1322	1197	1901	2280
MGAM	8279	9144	9209	9241
OR9A4	945	945	945	945
CLEC5A	2814	2814	3511	3511
TAS2R38	1143	1143	1143	1143
LOC93432	1591	1591	1591	1591
MOXD2P	1503	1503	1503	1503
PRSS58	918	918	918	918
TRY2P	2053	2053	2053	2053
MTRNR2L6	1395	1395	1395	1395
PRSS1	817	817	817	817
PRSS2	815	802	845	845
EPHB6	3670	3682	4044	4061
TRPV6	2157	2086	2911	3586
TRPV5	2486	2486	2486	2486
C7orf34	768	768	768	768
KEL	2038	2030	2547	2892
OR9A2	933	933	933	933
OR6V1	942	942	942	942
OR6W1P	1502	1502	1502	1502
PIP	576	576	576	576
TAS2R39	1017	1017	1017	1017
TAS2R40	972	972	972	972
GSTK1	1058	1040	1226	1226
TMEM139	1975	2013	2384	2522
CASP2	4090	4040	4225	4355
CLCN1	3019	3019	3093	3096
FAM131B	4368	4340	4570	5110
LOC101928397	459	459	477	592
LOC100507507	1841	1841	1841	1841
ZYX	2315	2315	2328	2328
MIR6892	52	21	115	115
EPHA1	3175	3151	3363	3407
EPHA1-AS1	5018	5018	5018	5018
TAS2R60	957	957	957	957
TAS2R41	924	924	924	924
CTAGE15	2587	2587	2587	2587
LOC101928466	874	874	1038	1067
LOC101928422	767	767	767	767
FAM115C	3792	2974	5212	6057
CTAGE6	2662	2662	2662	2662
LOC154761	2527	2527	2527	2527
FAM115A	4338	4064	5730	6298
OR2F2	954	954	954	954
OR2F1	1089	1089	1089	1089
OR6B1	936	936	936	936
OR2A5	936	936	936	936
OR2A25	933	933	933	933
OR2A12	933	933	933	933
OR2A2	957	957	957	957
OR2A14	933	933	933	933
CTAGE4	2626	2626	2626	2626
ARHGEF35	2474	2474	2474	2474
OR2A42	933	933	933	933
OR2A20P	930	930	930	930
OR2A7	933	933	933	933
ARHGEF34P	4204	4204	4204	4204
CTAGE8	3111	3111	3111	3111
OR2A9P	985	985	985	985
OR2A1-AS1	545	445	1156	2223
OR2A1	2425	2810	3532	3997
ARHGEF5	5628	5488	6016	6177
LOC101928652	629	629	629	629
NOBOX	2076	2076	2076	2076
TPK1	1951	2248	2439	3004
CNTNAP2	8969	8969	9894	9908
AC006004.1	2141	2141	2141	2141
MIR548F4	62	62	105	105
C7orf33	1354	1354	1354	1354
CUL1	3169	3169	3209	3319
EZH2	2639	2681	2821	3282
RNY5	84	84	84	84
RNY4	96	96	96	96
RNY3	102	102	102	102
RNY1	113	113	113	113
PDIA4	2959	2959	2966	2966
ZNF786	3268	3268	3268	3268
ZNF425	3220	3220	3220	3220
ZNF398	5476	5476	5508	5807
ZNF282	3727	3727	3733	3738
ZNF212	2786	2783	2810	2923
ZNF783	2745	2745	4455	4568
LOC155060	3154	3154	3154	3154
TRNAC10	72	72	72	72
TRNAC28	72	72	72	72
TRNAC23	72	72	72	72
TRNAC4	72	72	72	72
TRNAC21	72	72	72	72
LOC101928733	3120	3120	3120	3120
TRNAC2	72	72	72	72
ZNF777	3083	3085	3093	3402
ZNF746	3863	3872	3972	4297
TRNAC11	72	72	72	72
ZNF767	2863	2863	3583	3791
TRNAC3	72	72	72	72
TRNAC19	72	72	72	72
TRNAC8	72	72	72	72
TRNAC15	72	72	72	72
TRNAC22	72	72	72	72
TRNAS28	72	72	72	72
TRNAC13	72	72	72	72
TRNAC26	72	72	72	72
TRNAC6	72	72	72	72
TRNAC25	72	72	72	72
TRNAC20	72	72	72	72
TRNAC27	72	72	72	72
KRBA1	4020	4020	4020	4020
ZNF467	2516	2425	2865	3136
SSPO	15599	15599	15599	15599
ZNF862	7005	6900	7452	7823
ATP6V0E2-AS1	3069	3069	3069	3069
ATP6V0E2	2658	2684	2727	2731
LOC102723581	471	471	471	471
LOC100134040	955	453	1963	2108
ACTR3C	1221	1219	1281	1769
LRRC61	1973	1963	2163	2511
ZBED6CL	2873	2873	2873	2873
RARRES2	636	636	741	876
REPIN1	3133	3176	3293	3635
ZNF775	2275	2275	2275	2275
LOC101928806	604	604	604	604
LOC728743	3369	3369	3369	3369
LINC00996	2043	2043	2043	2043
GIMAP8	3829	3822	4145	4726
GIMAP7	1229	1229	1229	1229
GIMAP4	1941	1965	1983	2009
GIMAP6	3698	3703	3913	3913
GIMAP2	1443	1443	1443	1443
GIMAP1	4416	4416	4416	4416
GIMAP1-GIMAP5	2262	2262	2262	2262
GIMAP5	1877	1877	1877	1877
TMEM176B	1345	1339	1480	1851
TMEM176A	1038	1038	1038	1038
AOC1	2751	2752	3066	3068
KCNH2	3549	3558	4290	5498
NOS3	3145	2537	4440	5793
ATG9B	4208	4208	4577	4988
ABCB8	4599	4646	4735	4735
ASIC3	2247	2264	2314	2314
CDK5	1143	1143	1193	1193
SLC4A2	3946	4142	4926	5762
FASTK	1898	1871	2321	2347
TMUB1	1566	1566	1798	1898
AGAP3	2678	2718	3259	5809
GBX1	1092	1092	1092	1092
ASB10	1756	1779	1934	2414
LOC102723607	1299	1299	1299	1299
IQCA1P1	178	178	178	178
ABCF2	2929	2377	4696	5179
CHPF2	3352	3352	3988	3988
MIR671	54	23	118	118
SMARCD3	1688	1683	1711	1920
NUB1	2459	2056	3172	3349
WDR86	1919	1899	2957	3938
WDR86-AS1	798	779	864	947
CRYGN	779	740	874	1155
MIR3907	86	86	151	151
RHEB	1886	1886	2075	2162
PRKAG2	4699	5329	6616	7894
LOC644090	2139	2139	2139	2139
PRKAG2-AS1	791	791	791	791
GALNTL5	1724	1734	1984	2003
GALNT11	2644	2636	2722	2988
KMT2C	16526	17011	17075	17078
FABP5P3	856	856	856	856
LINC01003	1422	1422	1422	1422
XRCC2	3073	3073	3073	3073
ACTR3B	1807	2007	2217	3006
LOC101929087	312	312	312	312
LOC102723686	171	171	171	171
DPP6	4549	4549	4655	5853
LOC101929998	2470	2470	2470	2470
PAXIP1-AS2	1487	1487	1714	1775
PAXIP1	3684	3712	3851	4212
PAXIP1-AS1	2271	2271	2271	2271
HTR5A-AS1	2703	2703	2703	2703
HTR5A	4555	4555	4555	4555
LOC102723715	550	550	550	550
INSIG1	2906	3010	3096	3149
BLACE	2452	2452	2452	2452
LOC100286906	578	578	578	578
EN2	3395	3395	3395	3395
CNPY1	2234	2234	2234	2234
LOC100506302	820	625	1385	1695
RBM33	10414	10418	10493	10493
SHH	1576	1576	1576	1576
LOC389602	1726	1726	1726	1726
AC073133.1	2698	2698	2698	2698
LINC01006	758	758	758	758
LINC00244	611	611	611	611
C7orf13	2289	2289	2289	2289
RNF32	1784	1778	2341	3926
LOC101927858	2469	2469	2469	2469
LMBR1	4596	4540	4890	5841
LOC102723795	462	462	462	462
NOM1	4408	4408	6077	6080
MNX1	1874	1826	2176	2614
MNX1-AS1	987	987	987	987
UBE3C	5008	4991	5181	5181
DNAJB6	1748	1559	2476	3561
AC006372.4	4049	4049	4049	4049
LOC100506557	1531	1531	1531	1531
PTPRN2	4445	4758	4827	5648
MIR153-2	54	54	87	87
AC011899.9	4302	4302	4302	4302
LOC101927962	516	516	516	516
MIR595	58	58	96	96
MIR5707	51	51	81	81
NCAPG2	4215	4102	5286	6181
ESYT2	5957	5957	5957	5957
WDR60	3271	3453	3777	3782
LINC00689	4013	4013	4013	4013
VIPR2	2351	2360	3944	5916
LOC101927982	360	360	360	360
LOC101927506	1486	1534	1538	2463
OR4F21	939	939	939	939
RPL23AP53	5789	5789	5789	5789
ZNF596	2785	2754	3022	3478
LOC101927566	686	686	686	686
LOC101927595	2143	2143	2217	2217
FAM87A	4013	4013	4013	4013
FBXO25	1764	1479	2442	2704
TDRP	2547	2467	3739	5718
ERICH1	1658	1694	1800	2417
LOC389607	1544	1544	1544	1544
ERICH1-AS1	857	857	857	857
LOC401442	1821	1821	1821	1821
DLGAP2	10188	10132	10344	10344
LOC102723691	562	562	572	719
LOC286083	3010	3010	3010	3010
LOC102723676	493	493	493	493
RP11-666I19.2	587	587	587	587
CLN8	1907	1209	7169	7899
LOC101927752	619	619	619	619
MIR3674	45	45	68	68
MIR596	49	49	77	77
ARHGEF10	5478	5485	5641	5775
LOC100131395	3458	3458	3458	3458
LOC101928058	843	868	1105	1198
KBTBD11	6725	6724	6765	6926
MYOM2	4963	4963	5011	5011
MIR7160	31	21	52	52
RP11-378A12.1	1705	1705	1705	1705
RP11-134O21.1	632	632	632	632
CSMD1	14317	14317	14317	14317
LOC100287015	2408	2408	2408	2408
MCPH1	3514	3629	4086	6590
ANGPT2	5217	5267	5270	5270
LOC100507530	1590	1590	1590	1590
MIR8055	60	60	97	97
LOC102723801	339	339	355	410
AGPAT5	5522	5522	5522	5522
MIR4659A	41	22	81	81
MIR4659B	38	22	73	73
XKR5	4893	4893	4893	4893
GS1-24F4.2	1107	1107	1107	1107
DEFB1	463	463	463	463
DEFA6	468	468	468	468
DEFA4	542	542	542	542
DEFA8P	285	285	285	285
DEFA9P	285	285	285	285
DEFA10P	291	291	291	291
DEFA1	498	498	498	498
DEFT1P	496	496	496	496
DEFA1B	498	498	498	498
DEFT1P2	496	496	496	496
DEFA3	491	491	491	491
DEFA11P	301	301	301	301
DEFA5	449	449	449	449
LINC00965	2874	2874	2874	2874
FAM66B	1432	1432	1432	1432
DEFB109P1B	264	264	264	264
USP17L1P	1593	1593	1593	1593
USP17L4	1593	1593	1593	1593
ZNF705G	1066	1066	1207	1207
DEFB4B	298	298	298	298
DEFB103B	330	330	330	330
SPAG11B	651	677	794	1467
DEFB104B	281	281	281	281
DEFB106B	303	303	303	303
DEFB105B	237	237	237	237
DEFB107B	389	389	389	389
PRR23D1	1496	1496	1588	1617
FAM90A7P	1844	1844	1844	1844
FAM90A10P	607	607	607	607
PRR23D2	1503	1503	1587	1632
DEFB107A	389	389	389	389
DEFB105A	237	237	237	237
DEFB106A	303	303	303	303
DEFB104A	281	281	281	281
SPAG11A	904	929	1003	1709
DEFB103A	437	437	437	437
DEFB4A	336	336	336	336
ZNF705B	1207	1207	1207	1207
FAM66E	1434	1434	1434	1434
USP17L8	1593	1593	1593	1593
USP17L3	1593	1593	1593	1593
MIR548I3	85	85	149	149
FAM86B3P	1379	1434	1643	2552
SGK223	4876	4837	5152	5263
CLDN23	1952	1952	1952	1952
MFHAS1	5768	5768	6282	6501
ERI1	3722	4469	4615	4838
MIR4660	48	48	74	74
PPP1R3B	5621	5612	5711	5867
LOC102724880	374	374	374	374
RP11-10A14.5	246	148	564	662
LOC101929167	420	420	420	420
RP11-115J16.1	3442	3442	3442	3442
TNKS	9968	9968	10338	10338
MIR597	47	23	97	97
LINC00599	2922	2922	2922	2922
MIR124-1	42	22	85	85
MSRA	1547	1558	1708	2047
LOC101929191	1196	1147	1509	1509
PRSS55	912	950	1129	1468
RP1L1	7978	7978	7978	7978
MIR4286	55	55	93	93
C8orf74	1036	1036	1036	1036
SOX7	3278	3278	3278	3278
LOC102723313	686	686	686	686
PINX1	1531	1531	1570	1570
LOC102724974	919	919	919	919
MIR1322	45	45	71	71
LOC101929229	497	482	589	715
LOC101929248	1612	1612	1612	1612
XKR6	3761	3761	3761	3761
MIR598	47	23	97	97
LOC101929269	634	634	634	634
MTMR9	6536	6536	7406	7536
LOC101929290	5856	5856	5856	5856
SLC35G5	1201	1201	1201	1201
TDH	1357	1357	1357	1357
C8orf12	1222	1222	1222	1222
FAM167A	4207	4207	4322	4464
BLK	2351	2344	2590	3888
LINC00208	1927	1927	1927	1927
GATA4	3419	3607	3726	4251
LOC101929490	2521	2521	2521	2521
C8orf49	1968	1968	1968	1968
NEIL2	2285	2202	2746	2751
FDFT1	2211	2231	2665	4387
CTSB	3918	3902	4086	4564
DEFB136	237	237	237	237
DEFB135	234	234	234	234
DEFB134	201	201	201	201
LOC100133267	240	240	240	240
ZNF705D	3683	3683	3683	3683
FAM66D	1071	1071	1071	1071
LOC392196	1440	1440	1440	1440
USP17L7	1593	1593	1593	1593
USP17L2	1593	1593	1593	1593
FAM90A2P	790	790	790	790
LOC101929313	1407	1407	1407	1407
FAM86B1	2415	2459	2664	2858
FAM85A	985	1097	1187	1365
DEFB130	240	240	240	240
FAM66A	775	775	775	775
LOC649352	523	523	523	523
DEFB109P1	189	189	189	189
FAM90A25P	1896	1896	1896	1896
FAM86B2	1409	1585	1789	2257
LOC100506990	2746	2746	3197	4157
LOC101928998	941	941	941	941
LOC729732	3982	3982	3982	3982
MIR5692A2	40	40	59	59
LONRF1	3543	3543	3584	3584
MIR3926-1	47	47	73	73
MIR3926-2	42	42	63	63
RP11-252C15.1	772	772	772	772
LINC00681	504	504	504	504
KIAA1456	5231	4259	9646	13208
LOC102724803	53	53	53	53
DLC1	5850	6010	7479	9086
C8orf48	1446	1446	1446	1446
SGCZ	1651	1651	2178	2178
MIR383	38	22	73	73
TUSC3	2814	3064	3884	4132
MSR1	3431	3572	3761	5490
LOC101929028	316	316	348	460
FGF20	1016	1016	1016	1016
MICU3	2347	1235	3987	4235
ZDHHC2	4868	4868	5725	6252
CNOT7	2458	2646	2786	3904
VPS37A	4552	4541	4595	4630
MTMR7	4189	4189	5287	5300
LOC102724838	109	109	109	109
SLC7A2	7536	7560	7571	8102
PDGFRL	1905	1905	1905	1905
MTUS1	5297	6092	6419	8286
MIR548V	51	51	80	80
LOC101930275	2550	2550	2550	2550
FGL1	1477	1376	1962	2290
PCM1	8619	8900	9110	9323
ASAH1	2500	2518	2618	3026
NAT1	2012	2015	2333	3123
NAT2	1317	1317	1317	1317
PSD3	9586	10165	11687	13176
LOC101929092	261	261	261	261
RP11-1080G15.1	1013	1013	1013	1013
SH2D4A	3202	3199	3399	3503
LOC102724881	521	521	521	521
CSGALNACT1	3768	3936	4466	5745
INTS10	2708	2770	2865	3007
LPL	3747	3747	3747	3747
SLC18A1	2835	2823	2957	3059
ATP6V1B2	3044	3044	3044	3044
LZTS1	5364	5459	5719	5724
LZTS1-AS1	892	892	892	892
RP11-421P23.1	1644	1644	1644	1644
RP11-24P4.1	1633	1633	1633	1633
GFRA2	2798	2779	3330	3647
DOK2	1618	1611	1770	1852
XPO7	4863	4863	4863	4863
NPM2	1225	1268	1649	1856
FGF17	1719	1354	2581	2829
DMTN	2488	2482	2773	3640
FAM160B2	3451	3640	4072	4978
NUDT18	1519	1519	1519	1519
HR	5435	5435	5520	5520
REEP4	1633	1633	1694	1694
LGI3	3266	3266	3266	3266
SFTPC	1069	980	1499	1987
BMP1	3182	2947	3862	5012
PHYHIP	2629	2629	3337	3337
MIR320A	52	52	82	82
POLR3D	1929	1929	1929	1929
LOC100507071	527	527	527	527
PIWIL2	3829	3816	5006	5741
SLC39A14	4418	4694	4884	6023
PPP3CC	2275	2318	2348	2553
LOC102724920	521	521	521	521
SORBS3	2528	2268	3338	4403
PDLIM2	2768	2236	4608	5861
C8orf58	2018	2038	2062	2062
LOC101929211	2272	2272	2272	2272
CCAR2	3901	3901	3992	4203
BIN3	1670	1670	1863	1863
BIN3-IT1	1839	1839	1839	1839
EGR3	4091	3930	4377	5059
PEBP4	930	930	966	1637
RP11-87E22.2	3879	3879	3879	3879
RHOBTB2	5243	5283	5449	5868
TNFRSF10B	4076	4095	4154	4154
RP11-875O11.2	2636	2636	2636	2636
LOC254896	1242	1242	1242	1242
TNFRSF10C	1494	1494	1494	1494
TNFRSF10D	3538	3538	3538	3538
TNFRSF10A	1750	1750	1750	1750
LOC389641	1970	1970	1970	1970
CHMP7	2962	2805	3410	3410
R3HCC1	1603	1603	1625	1625
LOXL2	3810	3810	3810	3810
LOC100507156	4374	4374	4374	4374
ENTPD4	5885	5885	5897	5897
SLC25A37	3846	4437	5238	5277
NKX3-1	2919	3008	3281	3281
NKX2-6	906	906	906	906
LOC101929258	1621	1621	1691	1691
STC1	3877	3877	3877	3877
ADAM28	2885	3122	3251	3815
RP11-624C23.1	649	649	649	649
ADAMDEC1	2265	2288	2438	2438
ADAM7	3186	3337	3403	4058
RP11-561E1.1	1173	1183	1345	1841
NEFM	2892	2892	3271	3627
NEFL	3841	3841	3841	3841
MIR6841	38	22	72	72
DOCK5	7170	6647	10045	12497
MIR6876	39	24	73	73
GNRH1	1715	1715	2150	2150
KCTD9	3380	3389	3570	3749
CDCA2	3445	3552	3799	3982
LOC102723395	174	174	174	174
EBF2	4872	4872	4872	4872
LOC100507236	2635	2635	2635	2635
PPP2R2A	3102	3056	3940	4093
LOC102723411	187	187	187	187
BNIP3L	3452	3452	3500	3628
PNMA2	4846	4846	4846	4846
DPYSL2	4513	4621	4638	5237
ADRA1A	3919	2304	7458	10047
MIR548H4	66	66	111	111
STMN4	2152	2269	2395	3052
TRIM35	2546	2340	4227	4227
PTK2B	4190	4120	4720	4936
MIR6842	36	22	65	65
CHRNA2	3680	3978	4067	4137
EPHX2	2202	2213	2275	2275
CLU	2677	2857	2995	3523
MIR6843	86	86	151	151
SCARA3	3001	3631	3661	3864
MIR3622B	45	21	95	95
MIR3622A	42	22	83	83
CCDC25	3614	3614	3640	3640
ESCO2	3047	3299	3359	4194
PBK	2084	2092	2117	2150
SCARA5	4151	4151	4151	4151
MIR4287	48	48	78	78
NUGGC	3611	3578	3887	4095
ELP3	3108	3110	3220	3322
PNOC	1102	1103	1225	1461
ZNF395	4802	4802	4802	4802
FBXO16	1329	1329	1347	1347
FZD3	13764	13764	13787	13787
MIR4288	42	42	67	67
EXTL3-AS1	780	780	780	780
EXTL3	4481	4895	6340	6358
INTS9	2590	2594	3236	4595
HMBOX1	11085	15389	15494	16115
KIF13B	8728	8752	8766	8884
LOC101929419	1043	1043	1085	1117
DUSP4	6028	6028	6436	7341
LINC00589	1399	1399	1399	1399
AC145110.1	2980	2980	2980	2980
LOC102723484	75	75	75	75
RP11-94H18.1	1867	1867	1867	1867
FAM183CP	2842	2842	2842	2842
MIR3148	49	49	77	77
TMEM66	2065	2065	2155	2155
LEPROTL1	1766	1766	2712	3147
MBOAT4	1663	1663	1663	1663
DCTN6	1126	1126	1126	1126
RBPMS-AS1	909	909	909	909
RBPMS	2190	2161	3822	5190
LOC102723549	1636	1636	1636	1636
LOC102723535	605	605	605	605
GTF2E2	1536	1536	1536	1536
SMIM18	854	833	934	1028
GSR	3039	3039	3162	3162
UBXN8	1372	1339	1450	1450
PPP2CB	1970	1970	1970	1970
TEX15	11104	11254	11585	11646
PURG	3083	2325	5808	7518
WRN	5746	5746	5746	5746
LOC101929492	246	228	289	316
NRG1	2426	2502	3220	7920
NRG1-IT1	505	517	601	630
NRG1-IT3	505	505	505	505
FUT10	3323	3400	3549	3889
MAK16	3574	3574	3574	3574
TTI2	2557	2516	2763	2763
SNORD13	104	104	104	104
RNF122	1872	1872	1872	1872
DUSP26	1667	1649	1756	1960
UNC5D	8003	8003	8716	9192
LOC101929550	5391	5391	5391	5391
KCNU1	3005	3005	3742	3742
LOC102723593	47	47	47	47
LOC100507403	2969	2969	2969	2969
LOC100507420	1150	1150	1387	1515
RP11-150O12.6	614	614	642	711
LOC101929604	1030	1030	1030	1030
ZNF703	2174	2174	2174	2174
RP11-863K10.2	1087	1087	1197	1197
LOC102723701	2528	2528	2528	2528
ERLIN2	2684	1876	4994	6487
LOC728024	1493	1493	1493	1493
PROSC	1972	1972	2569	3549
GPR124	4829	5603	6034	6113
BRF2	2000	2000	2000	2000
RAB11FIP1	6905	6905	7856	7856
GOT1L1	1354	1378	1387	1395
ADRB3	2647	2647	2647	2647
EIF4EBP1	859	859	859	859
ASH2L	2952	2981	3123	3847
STAR	1988	1835	2695	3707
LSM1	1029	1045	1161	1161
BAG4	4410	4410	4464	4464
DDHD2	3630	4095	4888	6032
PPAPDC1B	1479	984	2647	4456
WHSC1L1	7739	8070	10823	12478
LETM2	2537	2667	3248	4755
LOC102723716	1207	1207	1207	1207
FGFR1	4709	4455	5963	6441
C8orf86	2250	2250	2250	2250
RNF5P1	1085	1085	1085	1085
TACC1	7624	7775	7953	8647
PLEKHA2	5641	5641	5641	5641
HTRA4	2046	2046	2110	2110
TM2D2	2778	3293	3641	3772
ADAM9	3990	3975	4099	4099
ADAM32	2470	2478	2727	2727
ADAM5	1718	1718	1718	1718
ADAM3A	2596	2595	2768	2768
LOC100130964	520	520	520	520
ADAM18	1839	1673	2399	3268
ADAM2	2572	2567	2672	2672
IDO1	1931	1931	1931	1931
IDO2	2294	2294	2294	2294
C8orf4	1841	1841	1841	1841
ZMAT4	2090	2313	2512	2615
SFRP1	4467	4467	4467	4467
MIR548AO	46	22	96	96
GOLGA7	1946	1909	2027	2088
GINS4	2498	2498	3841	3841
LOC102723729	420	420	420	420
AGPAT6	4811	4811	6310	6958
NKX6-3	704	704	858	1103
ANK1	6571	8157	8613	9281
MIR486	37	22	68	68
MIR486-2	35	22	64	64
KAT6A	9236	9253	9285	9286
AP3M2	3711	3670	3854	4014
PLAT	3104	3104	3173	3173
LOC101929897	1323	1323	1376	1376
IKBKB	3781	3981	4187	6964
POLB	1203	1236	1398	1546
DKK4	818	818	818	818
VDAC3	1553	1540	1584	1677
SLC20A2	3664	3719	4392	5103
SMIM19	1099	1077	1469	1653
CHRNB3	1953	1953	1953	1953
CHRNA6	2377	2377	2400	2400
THAP1	2069	2069	2167	2167
RNF170	3350	3791	4119	5883
MIR4469	50	50	79	79
HOOK3	14440	14440	14440	14440
FNTA	1651	1651	1694	1694
POMK	1575	1575	1623	1623
HGSNAT	4611	5214	5325	5899
POTEA	1907	1907	1976	1976
LOC102724241	50	50	50	50
LINC00293	1818	1818	2149	2696
RP11-1134I14.8	3510	3510	3510	3510
SPIDR	2915	2997	3380	4077
CEBPD	1251	1251	1251	1251
PRKDC	13462	13462	13509	13509
MCM4	4891	4916	4959	5128
UBE2V2	3011	3011	4498	4534
RP11-770E5.1	2372	2372	2372	2372
LOC101929217	351	351	351	351
EFCAB1	2052	2010	2286	3764
SNAI2	2112	2112	2112	2112
C8orf22	1463	1309	1993	2027
LOC100507464	300	300	300	300
LOC102724295	628	628	628	628
SNTG1	2961	3213	3398	4018
PXDNL	4852	5264	5938	6012
LOC102724313	74	74	74	74
PCMTD1	3340	3844	4202	4827
LOC102724330	912	912	912	912
ST18	5838	5847	6330	6543
LOC101929341	799	799	799	799
FAM150A	1171	1171	1171	1171
RB1CC1	6295	6658	6878	6887
NPBWR1	987	987	987	987
OPRK1	5042	4972	5196	5196
LOC102724359	311	311	311	311
ATP6V1H	2100	2106	2186	2349
RGS20	1560	1611	2105	2744
TCEA1	2719	2724	3163	3163
LYPLA1	2484	2527	2585	2790
MRPL15	1749	1749	1749	1749
RNU105C	210	210	210	210
SOX17	2350	2350	2350	2350
LOC100129098	2403	2403	2403	2403
RP1	7100	7100	7100	7100
LOC100287651	1119	1119	1119	1119
XKR4	3913	3913	3913	3913
SBF1P1	6125	6125	6125	6125
TMEM68	2399	2438	2591	4497
TGS1	3322	3269	3692	3694
LYN	3782	4095	4158	4176
RPS20	926	926	1013	1321
SNORD54	63	63	63	63
MOS	1041	1041	1041	1041
PLAG1	7142	7179	7338	7410
CHCHD7	1495	1668	1732	1807
SDR16C5	2020	1788	3037	3386
SDR16C6P	525	525	525	525
PENK	1269	1269	1336	1414
RP11-17A4.2	2643	2643	2643	2643
LOC101929398	1484	1484	1484	1484
LINC00968	2521	2521	2521	2521
IMPAD1	7230	7230	7230	7230
RP11-513O17.2	720	695	864	922
RP11-513O17.2-2	2485	2485	2485	2485
RP11-513O17.3	2969	2969	2969	2969
LINC00588	1875	1875	1875	1875
RP11-756K15.2	1832	1832	1832	1832
LOC286178	2384	2384	2384	2384
FAM110B	3495	3255	4368	4594
LOC101929528	1690	1690	1690	1690
UBXN2B	2941	2945	5068	5317
CYP7A1	2875	2875	2875	2875
SDCBP	2397	2164	3580	3679
NSMAF	3540	3540	3570	3783
TOX	4131	4131	4131	4131
LOC100505501	1091	1091	1147	1171
CA8	2278	2278	2278	2278
RP11-163N6.2	3485	3485	3485	3485
RAB2A	3776	3776	3812	3812
LOC102724496	753	753	753	753
CHD7	9425	10444	11581	11995
LOC101929576	306	306	371	406
LOC100130298	513	513	513	513
LOC101929593	253	253	253	253
CLVS1	3437	3458	3492	3492
ASPH	4523	5105	5362	12483
MIR4470	46	46	72	72
LOC101929610	2744	2744	2744	2744
LOC101929628	293	315	385	632
NKAIN3	1562	1710	1988	3416
UG0898H09	7041	7041	7041	7041
GGH	1493	1493	1493	1493
TTPA	1894	1894	2633	2678
YTHDF3-AS1	718	718	718	718
YTHDF3	4913	5072	5311	5451
LOC102724612	3222	3222	3222	3222
RP11-579E24.1	3712	3712	3712	3712
LOC102724623	207	207	214	233
LINC00966	2392	1041	6557	7214
MIR124-2	50	22	109	109
LOC101929675	399	399	448	448
LOC401463	2702	2702	2702	2702
BHLHE22	3397	3397	3397	3397
CYP7B1	2395	2395	2395	2395
LINC00251	1054	1054	1054	1054
LOC286186	2520	2520	2520	2520
ARMC1	2933	2919	3042	3142
MTFR1	2105	2502	2733	3398
PDE7A	6555	6555	6631	6844
DNAJC5B	1380	1380	1380	1380
LOC101060153	667	667	667	667
TRNAY15	73	73	73	73
TRNAY6	73	73	73	73
TRNAA39	73	73	73	73
TRIM55	2384	2576	2853	2883
LOC101929722	731	731	731	731
CRH	1434	1434	1434	1434
LINC00967	1503	1503	1503	1503
LOC102724687	523	523	523	523
RP11-346I3.4	4368	4368	4368	4368
RRS1	1706	1706	1706	1706
ADHFE1	1895	1895	1895	1895
C8orf46	3465	3465	3465	3465
MYBL1	4633	5008	5189	5192
VCPIP1	8176	8176	8176	8176
C8orf44-SGK3	4563	4563	4563	4563
C8orf44	1892	1892	1892	1892
SGK3	4252	4192	4469	4608
PTTG3P	609	609	609	609
MCMDC2	2605	2487	5096	5740
SNHG6	472	472	472	472
SNORD87	76	76	76	76
TCF24	2450	2450	2450	2450
PPP1R42	1084	1084	1084	1084
COPS5	1490	1490	1490	1490
CSPP1	4384	4713	4834	5153
ARFGEF1	7084	7038	7528	9318
LOC102724708	644	644	644	644
CPA6	1904	1904	1904	1904
PREX2	4078	4078	5132	5414
LOC286189	1600	1600	1600	1600
C8orf34	2607	2685	4074	5431
RP11-600K15.1	2367	2367	2367	2367
RP11-744J10.3	905	905	905	905
SULF1	5321	5548	5716	6127
SLCO5A1	3814	3790	4083	4469
LOC101929759	1256	1256	1256	1256
PRDM14	2344	2344	2344	2344
NCOA2	8138	8409	8760	9518
RP11-333A23.4	2367	2367	2367	2367
TRAM1	3099	3099	3099	3099
LOC286190	3716	3716	3716	3716
LACTB2	1553	1553	1553	1553
XKR9	2768	3174	3292	3402
EYA1	3984	3941	4326	4744
LOC102724772	246	246	246	246
MSC	2058	2058	2058	2058
LOC100132891	4504	4504	4802	4915
TRPA1	5190	5190	5190	5190
LOC392232	2678	2678	2678	2678
KCNB2	3149	3149	3582	3883
RP11-313C15.1	1722	1722	1722	1722
TERF1	2970	2970	3040	3050
SBSPON	3232	3232	3798	3952
LOC100130301	619	619	676	680
RPL7	1116	1116	1396	1434
RDH10	3963	3963	3963	3963
STAU2-AS1	2068	2068	2068	2068
STAU2	3378	3057	4215	5904
UBE2W	7168	8416	8459	9088
NCRNA00249	565	536	755	973
TCEB1	1921	2050	2235	2372
TMEM70	2120	2099	2178	2192
LY96	577	577	622	622
JPH1	4249	4257	4373	4536
LOC101926965	319	319	319	319
GDAP1	3152	3761	3899	4434
MIR5681A	48	48	75	75
MIR5681B	41	41	60	60
FLJ39080	2125	2125	2125	2125
MIR2052	37	37	55	55
PI15	3232	1655	6732	6832
CRISPLD1	3966	3917	4329	4585
CASC9	1324	1256	1471	1485
HNF4G	3975	3975	4101	4132
LOC102724858	147	147	147	147
